SampN,As,Au,Cu,Mo,bn_ppm,cp_ppm,cc_ppm,cv_ppm,en_ppm,py_ppm,po_ppm,mb_ppm,ga_ppm,sp_ppm,TS_ppm,Rock,Alteration
55106,280,0.1,0.34,18,0,3000,0,0,0,27000,0,0,0,0,30000,QMD,PHY
49261,50,0.05,0.66,40,0,9000,0,0,0,21000,0,0,0,0,30000,VA,PRO
67153,50,0.17,0.84,20,0,15000,0,0,0,35000,0,0,0,0,50000,QMD,PHY
68428,50,0.02,0.3,40,0,13500,0,0,0,31500,0,0,0,0,45000,QMD,PHY
49302,50,0.02,0.83,70,0,27000,0,0,0,3000,0,0,0,0,30000,QMD,PHY
69424,50,0.11,1.21,155,0,21000,0,0,0,14000,0,0,0,0,35000,QMD,PHY
44965,50,0.14,0.34,62,0,6000,0,0,0,24000,0,0,0,0,30000,QMD,PHY
29671,25,0.03,0.31,31,0,19500,0,0,0,10500,0,0,0,0,30000,VA,PRO
75392,50,0.05,0.2,135,0,9000,0,0,0,1000,0,0,0,0,10000,QMD,PHY
18049,5.3,0.02,0.05,2.34,0,2500,0,0,0,2500,0,0,0,0,5000,QMD,PHY
46164,50,0.14,1.07,32,0,15000,0,0,0,15000,0,0,0,0,30000,QMD,PHY
84955,50,0.07,1.42,110,0,50000,0,0,0,0,0,0,0,0,50000,VA,PHY
24180,49.1,0.17,0.34,27,0,5000,0,0,0,45000,0,0,0,0,50000,QMD,UAL
12547,7.3,0.02,0.05,14.85,0,4000,0,0,0,16000,0,0,0,0,20000,QMD,PTS
35070,50,0.13,1.18,16,0,28000,0,0,0,12000,0,0,0,0,40000,VA,IAA
63707,50,0.07,0.86,98,0,24000,0,0,0,6000,0,0,0,0,30000,QMD,PHY
54249,50,0.03,1.42,17,12000,18000,0,0,0,0,0,0,0,0,30000,VA,AAA
35214,50,0.07,0.98,69,0,21000,0,0,0,9000,0,0,0,0,30000,QMD,PHY
77927,280.5,0.01,0.53,14,0,0,16500,0,0,13500,0,0,0,0,30000,QMD,AAA
60836,50,0.02,0.53,12,21000,9000,0,0,0,0,0,0,0,0,30000,VA,PRO
30391,3570,0.24,5.99,235,8000,8000,0,0,0,24000,0,0,0,0,40000,VA,IAA
29556,25,0.03,0.75,76,0,24000,0,0,0,6000,0,0,0,0,30000,IGN,IAA
54356,50,0.02,0.61,85,0,6000,0,0,0,14000,0,0,0,0,20000,VA,PRO
47004,50,0.03,1.34,33,15000,6000,0,0,0,9000,0,0,0,0,30000,IGN,IAA
44839,470,0.02,0.13,5,0,4000,0,0,0,36000,0,0,0,0,40000,QMD,AAA
78143,15.38,0.02,0.12,4.38,0,2000,0,0,0,8000,0,0,0,0,10000,QMD,PRO
37633,50,0.12,0.41,26,0,13500,0,0,0,16500,0,0,0,0,30000,QMD,PHY
30531,50,0.06,0.59,93,0,12000,0,0,0,28000,0,0,0,0,40000,VA,AAA
32413,50,0.03,1.93,185,8000,20000,4000,0,0,8000,0,0,0,0,40000,VA,IAA
62203,50,0.09,0.88,180,3000,24000,0,0,0,3000,0,0,0,0,30000,QMD,PHY
44864,280,0.16,0.15,66,0,4000,0,0,0,36000,0,0,0,0,40000,QMD,PHY
83050,250,0.2,1.27,79,15000,15000,0,0,0,0,0,0,0,0,30000,VA,PRO
57121,50,0.01,0.58,94,0,12000,0,0,0,28000,0,0,0,0,40000,IGN,AAA
65012,50,0.46,1.37,5,4000,12000,0,0,0,4000,0,0,0,0,20000,QMD,PHY
70975,50,0.14,0.76,77,0,21000,0,0,0,9000,0,0,0,0,30000,QMD,PHY
75403,50,0.02,0.08,110,0,9000,0,0,0,1000,0,0,0,0,10000,QMD,PHY
14081,29.6,0.04,0.56,68,0,6000,0,0,0,4000,0,0,0,0,10000,QMD,PHY
31897,410,0.02,1.22,43,0,0,3000,3000,0,24000,0,0,0,0,30000,IGN,AAA
69181,50,0.06,1.02,12,0,24000,0,0,0,16000,0,0,0,0,40000,VA,IAA
24326,15,0.03,0.07,9.38,0,7000,0,0,0,93000,0,0,0,0,100000,IGN,AAA
14715,5.5,0.04,0.58,26.4,0,9000,0,0,0,21000,0,0,0,0,30000,QMD,PHY
62824,50,0.13,1.74,55,0,32000,0,0,0,8000,0,0,0,0,40000,IGN,AAA
57667,50,0.06,0.44,45,0,10000,0,0,0,40000,0,0,0,0,50000,QMD,PHY
39063,50,0.07,0.94,74,0,24000,0,0,0,16000,0,0,0,0,40000,QMD,PHY
61361,340,0.16,1.01,50,0,12000,0,0,0,18000,0,0,0,0,30000,QMD,PHY
25006,25,0.01,0.17,32,0,7500,0,0,0,22500,0,0,0,0,30000,IGN,PRO
37619,50,0.11,0.27,5,0,10000,0,0,0,10000,0,0,0,0,20000,QMD,PHY
47675,130,0.04,0.65,105,0,0,0,0,0,40000,0,0,0,0,40000,IGN,AAA
53721,900,0.02,0.91,150,25000,0,0,0,0,25000,0,0,0,0,50000,IGN,AAA
16801,30,0.04,0.08,3.69,0,1500,0,0,0,3500,0,0,0,0,5000,QMD,PHY
73374,530,0.34,1.59,85,35000,10000,0,0,0,5000,0,0,0,0,50000,QMD,PHY
62851,50,0.27,3.04,15,15000,35000,0,0,0,0,0,0,0,0,50000,VA,IAA
68788,100,0.07,1.88,86,12000,3000,0,0,0,0,0,0,0,0,15000,VA,PRO
38570,100,0.07,1.08,145,0,36000,0,0,0,4000,0,0,0,0,40000,QMD,PHY
14143,26.9,0.06,0.17,23.4,0,3750,0,0,0,11250,0,0,0,0,15000,QMD,PHY
83677,130,0.04,0.79,31,6000,10000,0,0,0,4000,0,0,0,0,20000,VA,PRO
65051,50,0.18,0.47,5,6000,10000,0,0,0,4000,0,0,0,0,20000,QMD,PHY
30394,1170,0.28,5.84,270,8000,8000,0,0,0,24000,0,0,0,0,40000,VA,IAA
57345,140,0.03,0.3,5,0,5000,0,0,0,45000,0,0,0,0,50000,IGN,AAA
13920,210,0.02,0.18,65.2,0,5500,0,0,0,49500,0,0,0,0,55000,QMD,AAA
13835,15,0.05,0.11,12.75,0,3000,0,0,0,27000,0,0,0,0,30000,QMD,AAA
46995,50,0.08,1.71,115,9000,9000,0,0,0,12000,0,0,0,0,30000,IGN,IAA
39129,50,0.08,0.62,34,0,28000,0,0,0,12000,0,0,0,0,40000,QMD,PHY
34283,50,0.07,0.8,285,12000,0,0,0,0,28000,0,0,0,0,40000,QMD,AAA
23583,5.91,0.04,0.11,1.62,0,10000,0,0,0,90000,0,0,0,0,100000,QMD,UAL
29620,25,0.04,0.65,140,0,24000,0,0,0,6000,0,0,0,0,30000,VA,PRO
35078,50,0.07,1.38,30,27000,3000,0,0,0,0,0,0,0,0,30000,VA,IAA
30898,50,0.06,0.64,210,0,8000,0,0,0,2000,0,0,0,0,10000,IGN,PHY
85491,590,0.26,0.8,86,0,12000,0,0,0,18000,0,0,0,0,30000,QMD,PHY
64980,50,0.19,0.63,5,14000,4000,0,0,0,2000,0,0,0,0,20000,QMD,PHY
53282,50,0.04,1.23,5,0,32000,0,0,0,48000,0,0,0,0,80000,VA,AAA
66104,50,0.04,1.96,32,0,20000,0,0,0,20000,0,0,0,0,40000,QMD,AAA
68931,50,0.13,0.36,70,0,9000,0,0,0,21000,0,0,0,0,30000,QMD,PHY
70616,50,0.02,2.17,57,6000,12000,0,0,0,42000,0,0,0,0,60000,QMD,PHY
16072,59.3,0.02,0.07,8.91,0,100,0,0,0,9900,0,0,0,0,10000,QMD,UAL
66992,180,0.02,0.97,34,0,0,0,12000,0,28000,0,0,0,0,40000,IGN,AAA
36888,130,0.12,0.18,30,0,12000,0,0,0,18000,0,0,0,0,30000,QMD,PHY
53723,230,0.02,0.92,56,20000,0,5000,0,0,25000,0,0,0,0,50000,IGN,AAA
36933,110,0.04,0.38,75,0,6000,0,0,0,24000,0,0,0,0,30000,QMD,PHY
39231,50,0.12,0.93,115,0,16000,0,0,0,24000,0,0,0,0,40000,QMD,PHY
79196,45.61,0.02,0.02,2.34,0,0,0,0,0,10000,0,0,0,0,10000,VA,UAL
55002,50,0.04,1.66,17,0,24000,0,0,0,36000,0,0,0,0,60000,VA,IAA
29284,75,0.02,0.83,125,8000,12000,0,0,0,0,0,0,0,0,20000,VA,IAA
31558,210,0.04,1.57,100,0,24000,0,0,0,6000,0,0,0,0,30000,VA,AAA
18254,34.5,0.22,0.27,37.5,1200,4800,0,0,0,34000,0,0,0,0,40000,QMD,PHY
72122,510,0.01,0.48,17,0,0,3000,0,3000,24000,0,0,0,0,30000,IGN,AAA
37556,50,0.13,0.49,42,0,20000,0,0,0,20000,0,0,0,0,40000,QMD,PHY
77411,46.74,0.01,0.05,10.6,0,0,0,0,0,30000,0,0,0,0,30000,RHY,UAL
38573,50,0.12,1.37,70,0,24000,0,0,0,6000,0,0,0,0,30000,FLT,PHY
83689,170,0.04,0.87,110,0,18000,0,0,0,12000,0,0,0,0,30000,QMD,AAA
55611,50,0.03,0.13,12,0,5000,0,0,0,45000,0,0,0,0,50000,QMD,AAA
60694,50,0.02,0.01,5,0,0,0,0,0,10000,0,0,0,0,10000,IGN,AAA
48403,50,0.04,1.1,13,0,12000,0,0,0,28000,0,0,0,0,40000,QMD,IAA
68453,50,0.08,0.17,29,0,6000,0,0,0,24000,0,0,0,0,30000,QMD,PHY
43011,50,0.03,0.02,5,0,3000,0,0,0,27000,0,0,0,0,30000,HWS,PRO
15823,33.8,0.09,0.3,22.3,0,9000,0,0,0,21000,0,0,0,0,30000,HBX,PHY
40798,110,0.02,0.52,74,6000,12000,0,0,0,2000,0,0,0,0,20000,VA,PRO
74454,50,0.05,0.92,145,12000,3000,0,0,0,0,0,0,0,0,15000,VA,IAA
37355,50,0.18,1.13,79,0,12000,0,0,0,28000,0,0,0,0,40000,QMD,PHY
57650,50,0.02,0.52,59,0,15000,0,0,0,35000,0,0,0,0,50000,QMD,PHY
46937,110,0.02,1.87,73,0,31500,0,0,0,3500,0,0,0,0,35000,IGN,IAA
33006,50,0.05,0.43,65,4000,3000,0,0,0,3000,0,0,0,0,10000,VA,PRO
13900,546,0.01,0.27,123.5,0,7500,0,0,0,42500,0,0,0,0,50000,QMD,AAA
62979,50,0.1,0.59,85,0,12000,0,0,0,8000,0,0,0,0,20000,QMD,AAA
78479,237.5,0.03,0.24,41.25,0,8000,0,0,0,12000,0,0,0,0,20000,QMD,PHY
32003,50,0.07,2.12,28,0,28000,0,0,0,12000,0,0,0,0,40000,VA,IAA
28817,50,0.16,1.41,59,0,24000,0,0,0,56000,0,0,0,0,80000,IGN,AAA
30537,50,0.02,0.19,13,0,4000,0,0,0,16000,0,0,0,0,20000,QMD,PHY
30821,50,0.08,0.82,94,0,12000,0,0,0,8000,0,0,0,0,20000,IGN,PHY
36915,50,0.15,0.74,70,0,12000,0,0,0,28000,0,0,0,0,40000,QMD,PHY
16790,102,0.22,0.21,14.3,0,8750,0,0,0,15500,0,750,0,0,25000,QMD,PHY
29939,50,0.05,0.95,15,0,20000,0,0,0,20000,0,0,0,0,40000,VA,IAA
66063,1550,0.28,2.88,41,14000,7000,0,0,0,49000,0,0,0,0,70000,QMD,AAA
79444,110.75,0.01,0.01,5.6,0,0,0,0,0,10000,0,0,0,0,10000,QMD,UAL
36853,50,0.08,0.52,19,0,15000,0,0,0,15000,0,0,0,0,30000,QMD,PHY
15496,63.2,0.15,0.28,71.2,0,14000,0,0,0,21000,0,0,0,0,35000,QMD,PHY
76355,150,0.04,1.72,16,0,25000,0,0,0,25000,0,0,0,0,50000,VA,IAA
62926,50,0.01,0.05,5,0,0,0,0,0,20000,0,0,0,0,20000,BIGD,PHY
75994,110,0.02,0.96,10,0,20000,0,0,0,5000,0,0,0,0,25000,VA,IAA
13476,139.5,0.58,0.38,90.9,0,10500,0,0,0,18900,0,600,0,0,30000,QMD,PHY
67025,50,0.02,1.57,10,0,24000,0,0,0,6000,0,0,0,0,30000,IGN,AAA
62179,50,0.01,0.01,5,0,0,0,0,0,10000,0,0,0,0,10000,BIGD,PHY
83157,100,0.1,0.72,68,0,15000,0,0,0,35000,0,0,0,0,50000,QMD,PHY
14777,11.8,0.05,0.4,54.5,0,22750,1750,0,0,10500,0,0,0,0,35000,QMD,PHY
35209,50,0.06,0.95,100,0,18000,0,0,0,12000,0,0,0,0,30000,QMD,PHY
64413,50,0.12,1.16,79,40000,5000,0,0,0,5000,0,0,0,0,50000,QMD,PHY
16804,45.6,0.03,0.05,2.53,0,300,0,0,0,700,0,0,0,0,1000,QMD,PHY
68785,120,0.03,1.07,14,18000,2000,0,0,0,0,0,0,0,0,20000,VA,PRO
82759,110,0.07,0.17,5,0,6000,0,0,0,24000,0,0,0,0,30000,QMD,PHY
55655,50,0.01,0.39,5,0,4000,0,0,0,36000,0,0,0,0,40000,FLT,AAA
31838,50,0.02,0.13,12,0,0,0,0,0,40000,0,0,0,0,40000,IGN,AAA
58480,50,0.03,0.06,5,0,8000,0,0,0,12000,0,0,0,0,20000,IGN,PRO
37152,50,0.03,0.05,20,0,2000,0,0,0,18000,0,0,0,0,20000,IGN,AAA
62804,470,0.05,1.25,64,15000,0,0,0,0,35000,0,0,0,0,50000,IGN,AAA
47396,50,0.04,0.17,100,0,4000,0,0,0,36000,0,0,0,0,40000,QMD,PHY
76007,120,0.04,1.05,19,0,8000,0,0,0,32000,0,0,0,0,40000,VA,IAA
29882,50,0.05,1.43,5,0,24000,0,0,0,16000,0,0,0,0,40000,IGN,IAA
72794,110,0.01,0.62,85,1000,8000,0,0,0,1000,0,0,0,0,10000,VA,PRO
57961,50,0.07,0.58,18,0,16000,0,0,0,24000,0,0,0,0,40000,QMD,PHY
42416,50,0.02,0.67,73,0,18000,0,0,0,42000,0,0,0,0,60000,VA,AAA
16454,9.6,0.14,0.27,13.4,0,5000,0,0,0,20000,0,0,0,0,25000,QMD,PHY
61305,50,0.09,1.23,51,0,40000,0,0,0,0,0,0,0,0,40000,VA,IAA
16686,15.4,0.03,0.09,14.45,0,3000,0,0,0,12000,0,0,0,0,15000,QMD,PHY
36910,120,0.19,0.1,18,0,3000,0,0,0,27000,0,0,0,0,30000,BIGD,PHY
15565,126.5,0.41,0.23,20.4,0,6000,0,0,0,14000,0,0,0,0,20000,QMD,PRO
23607,19.7,0.06,0.18,3.01,0,26000,0,0,0,12000,0,2000,0,0,40000,QMD,PRO
76274,50,0.02,0.01,44,0,0,0,0,0,20000,0,0,0,0,20000,IGN,AAA
44987,50,0.16,0.62,58,0,8000,0,0,0,32000,0,0,0,0,40000,QMD,PHY
78220,16.88,0.1,0.2,13.35,0,0,0,0,0,10000,0,0,0,0,10000,QMD,PHY
48896,660,0.02,0.44,48,0,12000,0,0,0,48000,0,0,0,0,60000,IGN,AAA
52199,50,0.06,0.58,105,0,6000,0,0,0,34000,0,0,0,0,40000,IGN,AAA
34164,1020,0.05,1.18,98,0,0,12000,0,0,28000,0,0,0,0,40000,IGN,AAA
37608,50,0.3,1.19,15,0,28000,0,0,0,12000,0,0,0,0,40000,QMD,PHY
12984,3.3,0.06,0.71,111.5,0,7000,0,0,0,3000,0,0,0,0,10000,QMD,PHY
40671,50,0.08,1.48,99,0,24000,0,0,0,16000,0,0,0,0,40000,QMD,PHY
69828,50,0.1,1.37,24,2500,20000,0,0,0,2500,0,0,0,0,25000,VA,PRO
12169,5.5,0.18,0.43,8.58,900,5100,0,0,0,24000,0,0,0,0,30000,QMD,PTS
66182,50,0.09,1.29,34,20000,20000,0,0,0,0,0,0,0,0,40000,VA,PRO
78478,163,0.03,0.28,28.2,0,8000,0,0,0,12000,0,0,0,0,20000,QMD,PHY
76390,50,0.15,1.57,170,12000,8000,2000,0,0,18000,0,0,0,0,40000,QMD,PHY
69415,50,0.04,0.48,58,0,14000,0,0,0,6000,0,0,0,0,20000,QMD,PHY
54605,50,0.09,1.02,140,0,24000,0,0,0,6000,0,0,0,0,30000,IGN,PHY
36515,50,0.07,0.83,145,5000,15000,0,0,0,30000,0,0,0,0,50000,QMD,PHY
37623,50,0.26,0.54,56,0,8000,0,0,0,12000,0,0,0,0,20000,QMD,PHY
83676,50,0.05,1.03,61,10000,8000,0,0,0,2000,0,0,0,0,20000,VA,PRO
25099,2360,0.05,1.14,220,4000,0,4000,0,0,32000,0,0,0,0,40000,IGN,AAA
14668,10.5,0.66,0.48,37.8,0,22000,0,0,0,18000,0,0,0,0,40000,QMD,PHY
60725,50,0.02,0.48,18,5000,0,0,0,0,45000,0,0,0,0,50000,IGN,AAA
12508,8.4,0.08,0.15,7.78,0,3000,0,0,0,26400,0,600,0,0,30000,QMD,PTS
16595,58.8,0.27,0.09,19.4,0,3750,0,0,0,21250,0,0,0,0,25000,QMD,PHY
58002,50,0.11,0.72,27,0,21000,0,0,0,9000,0,0,0,0,30000,QMD,PHY
43494,50,0.14,0.62,76,0,15000,0,0,0,15000,0,0,0,0,30000,QMD,PHY
18512,25,0.06,0.07,5.06,0,8750,0,0,0,26250,0,0,0,0,35000,QMD,PHY
29502,230,0.04,0.92,110,9000,3000,0,0,0,18000,0,0,0,0,30000,IGN,AAA
40787,100,0.02,0.61,84,6000,18000,0,0,0,6000,0,0,0,0,30000,VA,PRO
16134,111.5,0.17,1.45,172.5,0,24000,0,0,0,16000,0,0,0,0,40000,QMD,PHY
59962,150,0.14,1.38,18,12000,20000,0,0,0,8000,0,0,0,0,40000,VA,PRO
15550,16.9,0.03,0.14,8.56,0,7500,0,0,0,22500,0,0,0,0,30000,QMD,PRO
18120,169,0.07,0.85,68.5,7000,15400,0,0,0,47600,0,0,0,0,70000,QMD,IAA
73472,170,0.18,1.82,105,14000,4000,0,0,0,22000,0,0,0,0,40000,QMD,PHY
30348,220,0.08,2.47,35,0,24000,0,0,0,16000,0,0,0,0,40000,VA,AAA
79941,23.91,0.01,0.05,23.35,0,0,0,0,0,100000,0,0,0,0,100000,QMD,PRO
42019,150,0.06,1.06,140,0,36000,0,0,0,4000,0,0,0,0,40000,QMD,PHY
70572,50,0.07,2.15,5,22175,27825,0,0,0,0,0,0,0,0,50000,VA,PHY
26987,50,0.03,0.78,195,0,20000,0,0,0,20000,0,0,0,0,40000,VA,IAA
29937,50,0.03,0.6,11,0,20000,0,0,0,20000,0,0,0,0,40000,VA,IAA
61328,120,0.03,0.69,48,2000,6000,0,0,0,12000,0,0,0,0,20000,QMD,PHY
79867,9.94,0.02,0.11,4.5,0,0,0,0,0,70000,0,0,0,0,70000,QMD,PHY
37606,50,0.17,0.29,14,0,21000,0,0,0,9000,0,0,0,0,30000,QMD,PHY
14714,13,0.23,0.61,26.1,0,9000,0,0,0,21000,0,0,0,0,30000,QMD,PHY
26941,180,0.03,0.56,245,0,16000,0,0,0,24000,0,0,0,0,40000,IGN,IAA
36943,50,0.13,0.73,50,0,12000,0,0,0,18000,0,0,0,0,30000,QMD,PHY
31934,120,0.01,0.48,10,6000,0,0,0,0,24000,0,0,0,0,30000,VA,IAA
12205,2.9,0.32,0.63,24.2,0,4000,0,0,0,36000,0,0,0,0,40000,QMD,PTS
84046,50,0.03,0.73,27,3000,5000,0,0,0,2000,0,0,0,0,10000,VA,PRO
36914,50,0.11,0.78,27,0,12000,0,0,0,28000,0,0,0,0,40000,QMD,PHY
23589,6.39,0.04,0.1,3.7,0,10000,0,0,0,90000,0,0,0,0,100000,QMD,UAL
54301,50,0.03,0.88,82,2000,12000,0,0,0,6000,0,0,0,0,20000,VA,PRO
36206,360,0.02,0.35,110,0,9000,0,0,0,21000,0,0,0,0,30000,IGN,AAA
36903,50,0.01,0.01,5,0,1000,0,0,0,9000,0,0,0,0,10000,BIGD,PHY
42501,50,0.02,0.41,99,0,20000,0,0,0,0,0,0,0,0,20000,VA,PRO
12575,21.4,0.12,0.15,3.76,0,12000,0,0,0,28000,0,0,0,0,40000,QMD,PHY
24498,87.6,0.07,0.28,6.36,0,2000,0,0,0,38000,0,0,0,0,40000,QMD,AAA
78694,39.05,0.82,1.95,25.73,20000,40000,10000,0,0,30000,0,0,0,0,100000,QMD,PHY
67431,280,0.05,1.59,56,20000,0,0,0,0,30000,0,0,0,0,50000,IGN,AAA
29075,430,0.05,0.92,32,12000,0,0,0,0,28000,0,0,0,0,40000,IGN,AAA
47342,50,0.05,0.87,200,4000,16000,0,0,0,20000,0,0,0,0,40000,VA,IAA
18117,318,0.03,0.5,45.2,3250,16250,0,0,0,45500,0,0,0,0,65000,QMD,IAA
30253,116,0.02,0.17,16,0,12000,0,0,0,28000,0,0,0,0,40000,IGN,AAA
44799,50,0.09,0.2,5,0,8000,0,0,0,32000,0,0,0,0,40000,QMD,PHY
83688,50,0.04,0.7,74,0,12000,0,0,0,8000,0,0,0,0,20000,QMD,AAA
18817,9.52,0.08,0.22,12,0,4000,0,0,0,46000,0,0,0,0,50000,QMD,PHY
48864,50,0.05,1.17,205,0,18000,0,0,0,12000,0,0,0,0,30000,QMD,IAA
68276,50,0.02,1.62,155,0,8000,0,0,0,12000,0,0,0,0,20000,IGN,AAA
50157,50,0.09,0.14,20,0,10000,0,0,0,40000,0,0,0,0,50000,QMD,PHY
60767,700,0.05,1.71,45,0,35000,0,0,0,15000,0,0,0,0,50000,IGN,AAA
79117,4330.4,0.13,1.57,66.68,7500,5000,0,0,0,37500,0,0,0,0,50000,QMD,PHY
73363,50,0.18,0.85,5,2000,12000,0,0,0,6000,0,0,0,0,20000,QMD,PHY
32442,50,0.03,2.21,23,12000,6000,9000,0,0,3000,0,0,0,0,30000,VA,IAA
82576,50,0.05,2.35,38,0,40000,0,0,0,0,0,0,0,0,40000,VA,AAA
67085,240,0.17,1.73,110,24000,6000,0,0,0,30000,0,0,0,0,60000,QMD,PHY
85568,50,0.09,0.51,34,0,12000,0,0,0,8000,0,0,0,0,20000,QMD,PHY
24619,164.06,0.02,0.68,22.71,5000,10000,0,0,0,35000,0,0,0,0,50000,IGN,AAA
45764,790,0.1,2.84,91,28000,7000,0,0,0,35000,0,0,0,0,70000,IGN,AAA
83119,160,0.21,1.44,100,0,20000,0,0,0,20000,0,0,0,0,40000,QMD,PHY
80773,83.22,0.04,0.13,33.83,0,10000,0,0,0,40000,0,0,0,0,50000,QMD,PHY
13863,280,0.02,0.27,66.3,0,5000,0,0,0,45000,0,0,0,0,50000,QMD,IAA
35522,50,0.02,1.59,40,0,36000,0,0,0,4000,0,0,0,0,40000,IGN,AAA
33843,50,0.03,0.87,120,0,20000,0,0,0,30000,0,0,0,0,50000,VA,PRO
13731,18,0.01,0.12,7.52,0,3000,0,0,0,27000,0,0,0,0,30000,QMD,AAA
53732,1010,0.01,1.17,34,20000,0,0,0,0,30000,0,0,0,0,50000,IGN,AAA
29180,50,0.02,1.36,5,0,15000,0,0,0,15000,0,0,0,0,30000,VA,IAA
55497,50,0.08,1.27,95,24000,16000,0,0,0,0,0,0,0,0,40000,FLT,AAA
80382,7.86,0.01,0.05,5.61,0,16000,0,0,0,64000,0,0,0,0,80000,QMD,PHY
12083,7.9,0.12,0.51,29,0,12000,0,0,0,18000,0,0,0,0,30000,QMD,PHY
32506,430,0.06,2.48,350,8000,8000,0,0,0,24000,0,0,0,0,40000,QMD,IAA
30096,110,0.11,0.64,170,0,19500,0,0,0,10500,0,0,0,0,30000,QMD,AAA
68762,2250,0.68,4.84,5,27000,0,9000,0,0,9000,0,0,0,0,45000,QMD,AAA
55838,140,0.42,0.93,48,3000,21000,0,0,0,6000,0,0,0,0,30000,QMD,PHY
48440,50,0.01,0.5,62,12000,12000,0,0,0,6000,0,0,0,0,30000,VA,PRO
17479,8,0.07,0.25,5.96,0,4000,0,0,0,6000,0,0,0,0,10000,QMD,PRO
65003,50,0.15,0.57,5,0,3000,0,0,0,7000,0,0,0,0,10000,QMD,PHY
32056,50,0.08,0.98,78,8000,2000,0,0,0,10000,0,0,0,0,20000,VA,PRO
83076,130,0.06,1.06,59,0,21000,0,0,0,9000,0,0,0,0,30000,VA,PRO
53804,50,0.07,2.84,17,36000,4000,0,0,0,0,0,0,0,0,40000,VA,IAA
32572,590,0.1,1.57,180,0,24000,8000,0,0,48000,0,0,0,0,80000,QMD,AAA
53758,460,0.03,1.41,24,12000,0,4000,0,0,24000,0,0,0,0,40000,VA,AAA
32562,720,0.11,1.76,305,0,24000,4000,0,0,12000,0,0,0,0,40000,QMD,AAA
82696,330,0.03,0.72,160,0,36000,0,0,0,4000,0,0,0,0,40000,VA,PRO
39033,50,0.06,1.44,10,0,35000,0,0,0,15000,0,0,0,0,50000,QMD,PHY
28461,50,0.07,1.2,36,6000,12000,0,0,0,12000,0,0,0,0,30000,VA,AAA
67523,50,0.02,1.36,82,1000,5000,0,0,0,4000,0,0,0,0,10000,VA,IAA
17361,218,0.17,0.13,3.75,0,10800,0,0,0,28000,0,1200,0,0,40000,QMD,PHY
55469,340,0.03,0.82,82,0,28000,0,0,0,12000,0,0,0,0,40000,QMD,AAA
